"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","result_label","result_score","tr001_modele_dpe_type_libelle","tr002_type_batiment_description"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-22",358,"F",19,"C",1983,44.85,43.369091999999995,-1.7632889999999999,"7 Avenue de Lissardy 64700 Hendaye",0.76,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-18",342,"F",102,"G",1948,85,43.37928,0.062329999999999997,"21 Rue Sabathe 65500 Vic-en-Bigorre",0.95,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-08",686.16,"G",8.92,"B",1990,33.5,42.552071000000005,2.242372,"Cabrils 66360 Ayguatébia-Talau",0.64,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-25",227,"D",12,"C",1948,104.8,48.720259000000006,7.312450999999999,"20 Route de Lutzelbourg 67700 Haegen",0.64,"Vente","Logement"
"Méthode Facture",,"2013-04-29",280,"E",7,"B",1947,60,47.485319,7.395192,"36 Rue de Wolschwiller 68480 Oltingue",0.94,"Location","Maison Individuelle"
"Méthode Facture",,"2013-04-11",189,"D",44,"E",1947,79,46.032499,4.30561,"3 Rue Marie Couturier 69240 Thizy-les-Bourgs",0.78,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",116,"C",4,"A",2006,134,47.317526,5.83111,"30 Grande Rue 70150 Beaumotte-lès-Pin",0.89,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",163,"D",38,"E",1972,62.4,46.476886,3.991668,"1 Rue Louis Queroy 71160 Digoin",0.49,"Vente","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-04-26",640.97,"G",124.5,"G",1980,50,48.010781,0.20445,"Villa de Tesse 72000 Le Mans",0.32,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-06",414.71,"F",20.87,"C",1985,98.12,45.728217,5.984188,"57 All de la Croix Blanche 73100 Montcel",0.74,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",221,"D",47,"E",1996,114.75,46.309382,6.258922,"1263 Rte d'Hermance 74140 Chens-sur-Léman",0.61,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-05",572.25,"G",16.2,"C",1920,24,48.87619,2.369768,"11 Rue Vicq d'Azir 75010 Paris",0.71,"Location","Logement"
"Méthode Facture",,"2013-04-12",200,"D",6,"B",1,136.34,49.534287,0.368514,"La Chapelle de la Maladrer 76430 Saint-Romain-de-Colbosc",0.88,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-13",140,"C",32,"D",1989,86.4,48.964079,2.5910450000000003,"18 Rue de Caen 77290 Mitry-Mory",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",289,"E",67,"F",1978,111,48.932254,2.141337,"14 Avenue Alfred de Musset 78360 Montesson",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-12",255.7,"E",10.31,"B",1949,88.85,46.831746,-0.49178299999999997,"74 Rue de Boisme 79300 Bressuire",0.78,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-11",424,"F",87,"G",1948,105.42,50.184311,1.498029,"21 Rue Anatole Mopin 80410 Cayeux-sur-Mer",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-06",222,"D",7,"B",1947,76.96,43.939501,2.137464,"129 Rue du Capitaine Julia 81000 Albi",0.96,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",189,"D",9,"B",2004,97,44.158317,1.8929790000000002,"Varen",0.5,"Vente","Maison Individuelle"
"3CL","3CL-DPE, version 1.3","2013-04-12",208,"D",8,"B",3250,88,43.308924,6.007753,"Font de Brest 83136 Néoules",0.76,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",212,"D",9,"B",2006,63.32,44.115927,4.902776,"6 Avenue des Ramades 84150 Jonquières",0.52,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",311,"E",15,"C",2006,46,46.936766999999996,-1.5100959999999999,"Rue des Volettes 85620 Rocheservière",0.87,"Location","Logement"
"3CL - DPE","V2012","2013-04-16",0,"N",0,"N",1930,112.17,46.582802,0.32555,"64 Rue Jean Mermoz 86000 Poitiers",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-18",0,"N",0,"N",1900,117.5,45.886789,0.899058,"3 Rue Camélinat 87200 Saint-Junien",0.62,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-02",329.88,"E",70.18,"F",1949,83.43,48.016257,6.585197,"1 Rue du Point du Jour 88200 Remiremont",0.8,"Location","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-13",757.99,"G",49.55,"E",1965,38,47.747091999999995,2.884478,"24 Rue de la Grande Montagne 89220 Rogny-les-Sept-Écluses",0.84,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",147,"C",34,"D",2006,40,47.650375,6.858906,"43 Avenue du Parc 90000 Belfort",0.96,"Location","Logement"
"Méthode Facture",,"2013-04-18",208,"D",47,"E",1,71,48.622640999999994,2.441456,"5 Villa Simon Dereure 91000 Évry-Courcouronnes",0.81,"Vente","Logement"
"3CL - DPE","V2012","2013-04-22",180.11,"D",8.6,"B",2000,129.51,48.828617,2.250177,"15 Rue de Seine 92100 Boulogne-Billancourt",0.83,"Vente","Logement"
"FACTURE","VERSION_2012","2013-04-16",238.69,"E",55.85,"E",1930,81,48.959346000000004,2.351943,"40 Rue Gabriel Péri 93430 Villetaneuse",0.81,"Vente","Maison Individuelle"
"FACTURE","VERSION_2012","2013-04-29",382.36,"F",2326.33,"G",1963,57.8,48.803453000000005,2.4559759999999997,"1 Rue Francis Picabia 94000 Créteil",0.81,"Vente","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-04-16",229.34,"D",10.14,"B",1998,53,48.994862,2.380487,"19 Rue des Bauves 95200 Sarcelles",0.72,"Vente","Logement"
"Méthode Facture",,"2013-04-22",0,"N",0,"N",1947,61.8,46.012425,5.598332,"90 Route de Combe Noire 01110 Champdor-Corcelles",0.74,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-30",396.16,"F",92.7,"G",1949,96,49.660025,3.3053779999999997,"16 Impasse Camille Desmoulins 02700 Tergnier",0.71,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,74.6,46.346801,3.2843120000000003,"6 Rue de la Racherie 03500 Contigny",0.94,"Location","Maison Individuelle"
"FACTURE","VERSION_2012","2013-05-18",151.32,"D",45.39,"E",1900,116.4,43.938724,6.792667999999999,"Le Grand Hubac 04320 Entrevaux",0.31,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1,44,44.7612,6.6127,"La Roche-de-Rame",0.76,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",170,"D",39,"E",1978,110,43.572594,7.016603,"73 Boulevard Sadi Carnot 06110 Le Cannet",0.96,"Vente","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-04-23",321.54,"E",55.52,"E",1960,70,,,,,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",196,"D",10,"B",2008,133.2,49.674251,4.828067,"Rue des Coquetiers 08160 Hannogne-Saint-Martin",0.88,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-14",133,"C",21,"C",1,1485,43.122519,1.610881,"Route de Toulouse 09100 Pamiers",0.95,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","2012","2013-05-03",417.57,"F",24.06,"D",1975,75.6,48.36461,3.9950980000000005,"5 Rue Claude Debussy 10180 Saint-Lyé",0.79,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-22",183,"D",8,"B",1994,35,43.131225,3.132603,"12 Résidence Belle Ile 11430 Gruissan",0.84,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",252,"E",52,"E",1948,90,44.469878,2.729102,"2 Avenue Arsène Ratier 12340 Bozouls",0.94,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",135,"C",31,"D",1963,71.92,43.293046000000004,5.397501999999999,"13 Boulevard du Docteur David Olmer 13005 Marseille",0.6,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",328,"E",14,"C",1948,24.7,49.174009000000005,-0.331913,"96 Avenue de Rouen 14000 Caen",0.96,"Vente","Logement"
"fact","V2012","2013-05-27",0,"N",0,"N",1974,79.5,45.349152000000004,2.4428919999999996,"30 Avenue Martial Lapeyre 15210 Ydes",0.66,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-04-09",34.88,"A",8.16,"B",2006,73.5,45.63127,0.166008,"Hameau des Rossignols 16000 Angoulême",0.76,"Neuf","Maison Individuelle"
"3CL - DPE","V2012","2013-04-11",0,"N",0,"N",1900,38,46.162162,-1.14895,"4 Rue des Cloutiers 17000 La Rochelle",0.86,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",152,"D",35,"D",1978,88.7,47.061577,2.409883,"11 Rue Henri de Toulouse Lautrec 18000 Bourges",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",270,"E",63,"F",1948,31,45.155471999999996,1.541182,"12 Rue d'Arsonval 19100 Brive-la-Gaillarde",0.69,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-29",137,"C",32,"D",2001,105,47.138197,5.213652,"4 Impasse Debussy 21470 Brazey-en-Plaine",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-03",169,"D",5,"A",1,96.1,48.437761,-2.822568,"Saint-gilles 22940 Plaintel",0.77,"Neuf","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-02",375.33,"F",102.1,"G",1966,144.41,-20.921429,55.4954,"Chemin de la Paix 97490 Saint-Denis",0.43,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-02",33.99,"N",1.11,"N",1948,330,45.328875,0.582769,"Route de St Julien 24310 Bourdeilles",0.53,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-04-22",0,"N",0,"N",1948,95.93,47.49666,6.531243,"1 Rue de la Charrière 25250 Accolans",0.78,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-25",132,"C",30,"D",1989,156.3,44.929066,4.903027,"30 Rue Jean Francois la Perouse 26000 Valence",0.67,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-24",245.88,"E",55.71,"E",1982,134,49.170716999999996,1.402303,"3 Rue Haguerite 27940 Port-Mort",0.76,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-30",148,"C",34,"D",1850,80,48.443282,1.749307,"30 Rue de Beauce 28700 Roinville",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",187,"D",8,"B",2006,90,48.393195,-4.532394999999999,"60 Rue Agatha Christie 29200 Brest",0.96,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-06",531.79,"G",29.07,"D",1974,29.2,41.886097,8.814162,"Terra Bella 20128 Grosseto-Prugna",0.56,"Vente","Logement"
"3CL - DPE","V2012","2013-05-22",239.56,"E",11.73,"C",1950,71,42.305386,9.150960000000001,"2 Place Paoli 20250 Corte",0.72,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",567,"G",132,"G",1948,29.13,43.534741,4.138666000000001,"Centre Commercial de Port Royal 30240 Le Grau-du-Roi",0.43,"Vente","Logement"
"3CL","3CL-DPE, version 1.3","2013-04-09",206,"D",11,"C",1983,62.01,43.615777,1.463162,"4 Impasse de la Caravelle 31500 Toulouse",0.78,"Vente","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-04-19",208.37,"D",10.65,"B",1985,100,41.919987,8.729442,"Residence les Aloes Batiment E 20000 Ajaccio",0.52,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-10",110.23,"C",25.79,"D",1975,222,44.841440999999996,-0.6170359999999999,"15 Rue du Professeur Moreau 33200 Bordeaux",0.83,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-15",574.98,"G",31.49,"D",1974,18,43.632453999999996,3.857363,"280 Rue Adrien Proby 34090 Montpellier",0.82,"Location","Logement"
"Méthode Facture",,"2013-04-16",241,"E",56,"F",1,15,48.127824,-1.646082,"272 Rue de Fougères 35700 Rennes",0.96,"Vente","Logement"
"Méthode Facture",,"2013-04-26",416,"F",13,"C",1947,61,46.634921999999996,1.905745,"Chassignieres 36230 Montipouret",0.85,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-26",234,"E",7,"B",1947,35,47.411519,0.7867850000000001,"11 Allée du Chalet 37210 Vouvray",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-19",301,"E",16,"C",1989,68.19,45.373194,4.795937,"4 Rue du Stade 38550 Le Péage-de-Roussillon",0.64,"Vente","Logement"
"3CL - DPE","V2012","2013-05-07",0,"N",0,"N",1900,60.37,46.832137,5.7020669999999996,"14 Rue des Rondins 39800 Poligny",0.77,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",211,"D",3,"A",1989,110,43.564417,-1.361424,"35 Allée des Platanes 40390 Saint-André-de-Seignanx",0.64,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-19",257.68,"E",14.24,"C",2000,124,47.287727000000004,2.1172009999999997,"38 Route du Grand Village 41300 Orçay",0.65,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-30",272,"E",81,"G",1947,75,46.081427000000005,4.307245,"Petit Chavanon 42460 Sevelinges",0.85,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-13",0,"N",0,"N",1947,94,44.939713,5.03429,"12 Allée des Limouches Ouest 26120 Montélier",0.95,"Vente","Logement"
"3CL - DPE","V2012","2013-04-17",213.24,"D",8.6,"B",2011,46,47.21221,-1.656325,"6 Rue Henri Radigois 44800 Saint-Herblain",0.78,"Location","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-04-19",200.28,"D",10.94,"B",2004,62.35,47.858104,1.9045729999999998,"430 Boulevard Victor Hugo 45160 Olivet",0.81,"Location","Logement"
"3CL - DPE","V2012","2013-05-09",-25.46,"A",1.79,"A",1974,139,44.785104,1.467802,"Route du Colombie 46350 Payrac",0.51,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-07",0,"N",0,"N",1947,240,44.329440000000005,0.6068819999999999,"Cartounies 47360 Cours",0.93,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",521,"G",156,"G",1948,285,44.722384999999996,3.8494029999999997,"28 Avenue du Gévaudan 48300 Langogne",0.63,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-23",215.98,"D",12,"C",1999,140,47.49042,-0.513538,"2 Rue du Harnais 49100 Angers",0.44,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-16",352,"F",93,"G",1947,217,49.510345,-1.4693889999999998,"26 Rue de Poterie 50700 Valognes",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",432,"F",22,"D",1978,123.53,48.78711,4.539268,"13 Rue de la Côte Blanche 51300 Soulanges",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",118,"C",32,"D",2006,121.34,48.314412,5.018717,"28 Rue du Patis 52110 Ambonville",0.93,"Location","Maison Individuelle"
"FACTURE - DPE","V2012","2013-04-18",150.04,"C",4.89,"A",1948,255.22,48.193351,-0.664738,"18 Rue Vénus 53470 Martigné-sur-Mayenne",0.74,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",211,"D",10,"B",1978,105,48.614416,5.843071,"308 Rue de Toul 54113 Mont-le-Vignoble",0.93,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-02",283,"E",16,"C",2009,124.55,49.361745,5.642825,"10 Rue au Courty 55230 Nouillonpont",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",189,"D",8,"B",2001,65,47.628314,-2.823346,"2 Impasse du Raquer 56610 Arradon",0.95,"Location","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-04-24",258.48,"E",60.48,"F",1982,280,49.176823,6.625694,"3 Rue du Mont Saint Joseph 57880 Varsberg",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-06",439,"F",105.47,"G",1974,72,46.842490000000005,3.4550980000000004,"29 Route de la Machine 58300 Saint-Léger-des-Vignes",0.84,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-12",0,"N",0,"N",1947,23,50.446628000000004,3.59289,"9 Rue du Quesnoy 59163 Condé-sur-l'Escaut",0.64,"Location","Logement"
"Méthode Facture",,"2013-04-12",205,"D",6,"B",1,103.29,49.485547,1.953157,"R Vault 60112 La Neuville-Vault",0.75,"Neuf","Maison Individuelle"
"Méthode Facture",,"2013-04-22",148,"C",4,"A",1947,60,48.792638000000004,-0.45077700000000004,"Lieu Dit la Pigeonniere 61100 Athis-Val de Rouvre",0.5,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-12",251,"E",8,"B",1,71.11,50.396677000000004,1.876741,"Rue de Buire 62870 Campagne-lès-Hesdin",0.81,"Neuf","Maison Individuelle"
"3CL - DPE","V2012","2013-05-02",303,"E",91,"G",2001,62.9,45.581531,2.783375,"Rigolet Bas 63240 Mont-Dore",0.63,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-22",0,"N",0,"N",1947,37,43.187721999999994,-0.614701,"4 Rue de la Cathédrale 64400 Oloron-Sainte-Marie",0.95,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-23",249,"E",58,"F",1975,104,43.328448,0.105525,"5 Impasse du Rioumé 65140 Tostat",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-09",145.35,"C",4.16,"A",2001,100,42.624182,2.819676,"7 Avenue des Raisins 66300 Ponteilla",0.54,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-25",185,"D",55,"E",1947,85.7,48.582082,7.734211999999999,"43 Rue du Faubourg National 67000 Strasbourg",0.82,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-26",193,"D",45,"E",1989,64.58,47.867688,7.35663,"Rue Jacques d'Alsace 68190 Ensisheim",0.76,"Vente","Logement"
"Méthode Facture",,"2013-04-10",174,"D",40,"E",1947,57.13,45.772822999999995,4.866498,"Rue Francis de Pressensé 69100 Villeurbanne",0.73,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-07",120,"C",4,"A",2006,134,47.313280999999996,5.8336879999999995,"Rue d'Es Corvee 70150 Beaumotte-lès-Pin",0.53,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-20",163,"D",38,"E",1972,62.4,46.476886,3.991668,"1 Rue Louis Queroy 71160 Digoin",0.49,"Vente","Logement"
"Méthode Facture",,"2013-05-03",359,"F",46,"E",1947,92,47.690495,-0.064843,"102 Av d'Estournelles de Constant 72200 La Flèche",0.8,"Vente","Maison Individuelle"
"FACTURE","VERSION_2012","2013-05-07",205.9,"D",5.93,"A",1930,200,45.405667,6.644735000000001,"Rte du Plan du Vah 73120 Courchevel",0.18,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",201,"D",55,"E",1997,124.75,46.339347,6.519205,"173 Rte de la Gliere 74200 Lyaud",0.77,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-15",0,"N",0,"N",1947,25.65,48.838953000000004,2.356224,"11 Rue des Fossés Saint-marcel 75005 Paris",0.8,"Location","Logement"
"Méthode Facture",,"2013-04-12",205,"D",6,"B",1,115.89,49.645512,0.37037600000000004,"Rue de la Voie Romaine 76110 Goderville",0.75,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-13",163,"D",38,"E",1989,86.4,48.964079,2.5910450000000003,"18 Rue de Caen 77290 Mitry-Mory",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-22",222,"D",66,"F",1947,75.5,48.942665999999996,2.1318490000000003,"76 Rue de la Procession 78600 Maisons-Laffitte",0.77,"Vente","Logement"
"3CL - DPE","V2012","2013-04-12",109.82,"C",25.7,"D",2003,125.55,46.953589,-0.584991,"3 Passage Anne Jamin 79250 Nueil-les-Aubiers",0.82,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-15",418,"F",82,"G",1975,71,49.967553,2.1304369999999997,"47 Rue Marcelle Genevoix 80310 Belloy-sur-Somme",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",227,"D",12,"C",1989,134,43.884821,1.9044189999999999,"421 Chemin Jonc 81600 Brens",0.81,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-16",0,"N",0,"N",1948,29,43.852565000000006,1.237643,"1 Allée des Remparts 82600 Verdun-sur-Garonne",0.76,"Vente","Logement"
"3CL - DPE","V2012","2013-04-11",0,"N",0,"N",1807,141.13,43.181481,6.051005,"Chemin des Penchiers 83210 Solliès-Pont",0.75,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-26",221,"D",66,"F",1948,110.25,43.902147,5.292554,"Rue des Bourgades 84220 Roussillon",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-03",0,"N",0,"N",1947,62,46.502332,-1.354519,"Route de la Brunetière 85540 Saint-Vincent-sur-Graon",0.78,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-17",186.21,"D",43.57,"E",1994,63,46.601579,0.361481,"45 Rue Alfred de Vigny 86180 Buxerolles",0.81,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-04-18",168.8,"D",50.64,"E",1900,136,45.866063,1.001242,"Le Mas 87420 Saint-Victurnien",0.5,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-03",336.42,"F",17.47,"C",1997,58,48.068174,6.871064,"11 Rue du Lac 88400 Gérardmer",0.75,"Vente","Logement"
"Méthode Facture",,"2013-04-26",167,"C",5,"A",1,159.5,47.693287,3.9898910000000005,"16 Route d'Auxerre 89310 Noyers",0.78,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","V2012","2013-04-17",137.68,"C",32.22,"D",1978,109,47.643477000000004,6.860450999999999,"14 Rue du Magasin 90000 Belfort",0.84,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-16",191,"D",34,"D",2001,125,48.653295,2.366227,"24 Avenue des Aliziers 91170 Viry-Châtillon",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-23",117,"C",27,"D",1947,71.55,48.746140999999994,2.297804,"5 Rue d'Aquitaine 92160 Antony",0.96,"Location","Logement"
"Méthode Facture",,"2013-04-17",327,"E",76,"F",1,64.86,48.877691,2.459443,"122 Boulevard de la Boissière 93100 Montreuil",0.96,"Vente","Logement"
"FACTURE","VERSION_2012","2013-04-29",382.36,"F",2326.33,"G",1963,57.8,48.803453000000005,2.4559759999999997,"1 Rue Francis Picabia 94000 Créteil",0.81,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-17",233,"E",54,"E",1975,100,49.098884000000005,2.510314,"4 Allée Maryse Bastie 95470 Fosses",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-04-22",507,"G",30,"D",1960,70.78,46.214803,5.455919000000001,"552 Rue du Viaduc 01450 Bolozon",0.71,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-04-30",336.37,"F",80.69,"F",1956,100,49.666557,3.27956,"6 Rue Edouard Branly (Vouël) 02700 Tergnier",0.79,"Vente","Maison Individuelle"
